case_id,image_path,source,label,split,quality,notes
ABNORMAL_LUNG_00011,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00011_suspected_opacity_011.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 011.JPG
ABNORMAL_LUNG_00012,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00012_suspected_opacity_012.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 012.JPG
ABNORMAL_LUNG_00013,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00013_suspected_opacity_013.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 013.JPG
ABNORMAL_LUNG_00014,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00014_suspected_opacity_014.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 014.JPG
ABNORMAL_LUNG_00015,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00015_suspected_opacity_015.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 015.JPG
ABNORMAL_LUNG_00016,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00016_suspected_opacity_016.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 016.JPG
ABNORMAL_LUNG_00017,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00017_suspected_opacity_017.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 017.JPG
ABNORMAL_LUNG_00018,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00018_suspected_opacity_018.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 018.JPG
ABNORMAL_LUNG_00019,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00019_suspected_opacity_019.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 019.JPG
ABNORMAL_LUNG_00020,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00020_suspected_opacity_020.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 020.JPG
ABNORMAL_LUNG_00021,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00021_suspected_opacity_021.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 021.JPG
ABNORMAL_LUNG_00022,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00022_suspected_opacity_022.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 022.JPG
ABNORMAL_LUNG_00023,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00023_suspected_opacity_023.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 023.JPG
ABNORMAL_LUNG_00024,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00024_suspected_opacity_024.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 024.JPG
ABNORMAL_LUNG_00025,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00025_suspected_opacity_025.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 025.JPG
ABNORMAL_LUNG_00026,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00026_suspected_opacity_026.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 026.JPG
ABNORMAL_LUNG_00027,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00027_suspected_opacity_027.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 027.JPG
ABNORMAL_LUNG_00028,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00028_suspected_opacity_028.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 028.JPG
ABNORMAL_LUNG_00029,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00029_suspected_opacity_029.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 029.JPG
ABNORMAL_LUNG_00030,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00030_suspected_opacity_030.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 030.JPG
ABNORMAL_LUNG_00031,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00031_suspected_opacity_031.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 031.JPG
ABNORMAL_LUNG_00032,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00032_suspected_opacity_032.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 032.JPG
ABNORMAL_LUNG_00033,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00033_suspected_opacity_033.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 033.JPG
ABNORMAL_LUNG_00034,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00034_suspected_opacity_036.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 036.JPG
ABNORMAL_LUNG_00035,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00035_suspected_opacity_037.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 037.JPG
ABNORMAL_LUNG_00036,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00036_suspected_opacity_038.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 038.JPG
ABNORMAL_LUNG_00037,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00037_suspected_opacity_039.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 039.JPG
ABNORMAL_LUNG_00038,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00038_suspected_opacity_041.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 041.JPG
ABNORMAL_LUNG_00039,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00039_suspected_opacity_043.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 043.JPG
ABNORMAL_LUNG_00040,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00040_suspected_opacity_046.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 046.JPG
ABNORMAL_LUNG_00041,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00041_suspected_opacity_047.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 047.JPG
ABNORMAL_LUNG_00042,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00042_suspected_opacity_048.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 048.JPG
ABNORMAL_LUNG_00043,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00043_suspected_opacity_049.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 049.JPG
ABNORMAL_LUNG_00044,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00044_suspected_opacity_051.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 051.JPG
ABNORMAL_LUNG_00045,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00045_suspected_opacity_052.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 052.JPG
ABNORMAL_LUNG_00046,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00046_suspected_opacity_053.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 053.JPG
ABNORMAL_LUNG_00047,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00047_suspected_opacity_054.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 054.JPG
ABNORMAL_LUNG_00048,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00048_suspected_opacity_055.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 055.JPG
ABNORMAL_LUNG_00049,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00049_suspected_opacity_056.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 056.JPG
ABNORMAL_LUNG_00050,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00050_suspected_opacity_057.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 057.JPG
ABNORMAL_LUNG_00051,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00051_suspected_opacity_058.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 058.JPG
ABNORMAL_LUNG_00052,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00052_suspected_opacity_059.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 059.JPG
ABNORMAL_LUNG_00053,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00053_suspected_opacity_060.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 060.JPG
ABNORMAL_LUNG_00054,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00054_suspected_opacity_061.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 061.JPG
ABNORMAL_LUNG_00055,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00055_suspected_opacity_062.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 062.JPG
ABNORMAL_LUNG_00056,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00056_suspected_opacity_063.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 063.JPG
ABNORMAL_LUNG_00057,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00057_suspected_opacity_064.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 064.JPG
ABNORMAL_LUNG_00058,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00058_suspected_opacity_065.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 065.JPG
ABNORMAL_LUNG_00059,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00059_suspected_opacity_066.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 066.JPG
ABNORMAL_LUNG_00060,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00060_suspected_opacity_067.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 067.JPG
ABNORMAL_LUNG_00061,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00061_suspected_opacity_068.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 068.JPG
ABNORMAL_LUNG_00062,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00062_suspected_opacity_069.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 069.JPG
ABNORMAL_LUNG_00063,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00063_suspected_opacity_070.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 070.JPG
ABNORMAL_LUNG_00064,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00064_suspected_opacity_071.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 071.JPG
ABNORMAL_LUNG_00065,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00065_suspected_opacity_072.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 072.JPG
ABNORMAL_LUNG_00066,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00066_suspected_opacity_073.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 073.JPG
ABNORMAL_LUNG_00067,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00067_suspected_opacity_074.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 074.JPG
ABNORMAL_LUNG_00068,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00068_suspected_opacity_075.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 075.JPG
ABNORMAL_LUNG_00069,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00069_suspected_opacity_076.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 076.JPG
ABNORMAL_LUNG_00070,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00070_suspected_opacity_077.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 077.JPG
ABNORMAL_LUNG_00071,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00071_suspected_opacity_078.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 078.JPG
ABNORMAL_LUNG_00072,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00072_suspected_opacity_079.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 079.JPG
ABNORMAL_LUNG_00073,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00073_suspected_opacity_080.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 080.JPG
ABNORMAL_LUNG_00074,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00074_suspected_opacity_081.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 081.JPG
ABNORMAL_LUNG_00075,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00075_suspected_opacity_082.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 082.JPG
ABNORMAL_LUNG_00076,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00076_suspected_opacity_083.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 083.JPG
ABNORMAL_LUNG_00077,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00077_suspected_opacity_084.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 084.JPG
ABNORMAL_LUNG_00078,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00078_suspected_opacity_085.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 085.JPG
ABNORMAL_LUNG_00079,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00079_suspected_opacity_086.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 086.JPG
ABNORMAL_LUNG_00080,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00080_suspected_opacity_087.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 087.JPG
ABNORMAL_LUNG_00081,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00081_suspected_opacity_088.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 088.JPG
ABNORMAL_LUNG_00082,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00082_suspected_opacity_089.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 089.JPG
ABNORMAL_LUNG_00083,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00083_suspected_opacity_090.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 090.JPG
ABNORMAL_LUNG_00084,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00084_suspected_opacity_091.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 091.JPG
ABNORMAL_LUNG_00085,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00085_suspected_opacity_092.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 092.JPG
ABNORMAL_LUNG_00086,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00086_suspected_opacity_093.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 093.JPG
ABNORMAL_LUNG_00087,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00087_suspected_opacity_094.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 094.JPG
ABNORMAL_LUNG_00088,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00088_suspected_opacity_095.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 095.JPG
ABNORMAL_LUNG_00089,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00089_suspected_opacity_096.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 096.JPG
ABNORMAL_LUNG_00090,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00090_suspected_opacity_097.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 097.JPG
ABNORMAL_LUNG_00091,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00091_suspected_opacity_098.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 098.JPG
ABNORMAL_LUNG_00092,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00092_suspected_opacity_099.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 099.JPG
ABNORMAL_LUNG_00093,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00093_suspected_opacity_100.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 100.JPG
ABNORMAL_LUNG_00094,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00094_suspected_opacity_101.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 101.JPG
ABNORMAL_LUNG_00095,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00095_suspected_opacity_102.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 102.JPG
ABNORMAL_LUNG_00096,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00096_suspected_opacity_103.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 103.JPG
ABNORMAL_LUNG_00097,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00097_suspected_opacity_104.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 104.JPG
ABNORMAL_LUNG_00098,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00098_suspected_opacity_105.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 105.JPG
ABNORMAL_LUNG_00099,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00099_suspected_opacity_106.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 106.JPG
ABNORMAL_LUNG_00100,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00100_suspected_opacity_107.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 107.JPG
ABNORMAL_LUNG_00101,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00101_suspected_opacity_108.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 108.JPG
ABNORMAL_LUNG_00102,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00102_suspected_opacity_109.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 109.JPG
ABNORMAL_LUNG_00103,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00103_suspected_opacity_110.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 110.JPG
ABNORMAL_LUNG_00104,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00104_suspected_opacity_111.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 111.JPG
ABNORMAL_LUNG_00105,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00105_suspected_opacity_112.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 112.JPG
ABNORMAL_LUNG_00106,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00106_suspected_opacity_113.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 113.JPG
ABNORMAL_LUNG_00107,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00107_suspected_opacity_114.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 114.JPG
ABNORMAL_LUNG_00108,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00108_suspected_opacity_115.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 115.JPG
ABNORMAL_LUNG_00109,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00109_suspected_opacity_116.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 116.JPG
ABNORMAL_LUNG_00110,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00110_suspected_opacity_117.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 117.JPG
ABNORMAL_LUNG_00111,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00111_suspected_opacity_118.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 118.JPG
ABNORMAL_LUNG_00112,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00112_suspected_opacity_119.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 119.JPG
ABNORMAL_LUNG_00113,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00113_suspected_opacity_120.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 120.JPG
ABNORMAL_LUNG_00114,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00114_suspected_opacity_121.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 121.JPG
ABNORMAL_LUNG_00115,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00115_suspected_opacity_122.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 122.JPG
ABNORMAL_LUNG_00116,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00116_suspected_opacity_123.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 123.JPG
ABNORMAL_LUNG_00117,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00117_suspected_opacity_125.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 125.JPG
ABNORMAL_LUNG_00118,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00118_suspected_opacity_126.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 126.JPG
ABNORMAL_LUNG_00119,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00119_suspected_opacity_127.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 127.JPG
ABNORMAL_LUNG_00120,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00120_suspected_opacity_128.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 128.JPG
ABNORMAL_LUNG_00121,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00121_suspected_opacity_130.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 130.JPG
ABNORMAL_LUNG_00122,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00122_suspected_opacity_131.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 131.JPG
ABNORMAL_LUNG_00123,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00123_suspected_opacity_132.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 132.JPG
ABNORMAL_LUNG_00124,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00124_suspected_opacity_133.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 133.JPG
ABNORMAL_LUNG_00125,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00125_suspected_opacity_134.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 134.JPG
ABNORMAL_LUNG_00126,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00126_suspected_opacity_135.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 135.JPG
ABNORMAL_LUNG_00127,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00127_suspected_opacity_136.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 136.JPG
ABNORMAL_LUNG_00128,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00128_suspected_opacity_137.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 137.JPG
ABNORMAL_LUNG_00129,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00129_suspected_opacity_138.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 138.JPG
ABNORMAL_LUNG_00130,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00130_suspected_opacity_139.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 139.JPG
ABNORMAL_LUNG_00131,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00131_suspected_opacity_140.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 140.JPG
ABNORMAL_LUNG_00132,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00132_suspected_opacity_141.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 141.JPG
ABNORMAL_LUNG_00133,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00133_suspected_opacity_142.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 142.JPG
ABNORMAL_LUNG_00134,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00134_suspected_opacity_143.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 143.JPG
ABNORMAL_LUNG_00135,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00135_suspected_opacity_144.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 144.JPG
ABNORMAL_LUNG_00136,data/traitees/abnormal_lung_images/ABNORMAL_LUNG_00136_suspected_opacity_145.jpg,fkarimovv/abnormal-lung,suspected_opacity,external,unknown,Imported from 145.JPG
